time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
382000,2021-06-25 14:41:47,36.162363,-96.835393,19.68504,25.4921268,1032.2728965498,1057.7650233498,14.435696,4.05109834,68.562010068,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-4.026492,-0.447388,0,359.7, 12.9, 0.6,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
382130,2021-06-25 14:41:47,36.162361,-96.835393,19.68504,25.5249352,1032.2400881498,1057.7650233498,14.435696,4.05780916,68.910435276,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-4.026492,-0.447388,0.223694,359.8, 13.7, 0.8,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
382290,2021-06-25 14:41:47,36.16236,-96.835393,19.68504,25.5249352,1032.2400881498,1057.7650233498,14.435696,4.05109834,69.086944468,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-4.026492,-0.447388,0,359.8, 13.5, 1.2,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
382460,2021-06-25 14:41:47,36.162358,-96.835393,19.68504,25.5577436,1032.2072797498,1057.7650233498,14.435696,4.03320282,69.444556028,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-4.026492,-0.223694,0,359.9, 12.8, 1.1,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
382610,2021-06-25 14:41:47,36.162357,-96.835393,19.68504,25.590552,1032.1744713498,1057.7650233498,14.435696,3.80950882,69.625330312,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-3.802798,-0.223694,0,359.9, 12.4, 0.2,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
382710,2021-06-25 14:41:47,36.162355,-96.835393,19.68504,25.590552,1032.1744713498,1057.7650233498,14.435696,3.80950882,69.991472056,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-3.802798,-0.223694,0,359.9, 12.6, -0.1,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
382840,2021-06-25 14:41:47,36.162353,-96.835393,19.356956,25.2952764,1032.1416629498,1057.4369393498,14.435696,3.80950882,70.363191228,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-3.802798,-0.223694,0,359.9, 12.9, 0,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.4369393498,19.356956,14,Waypoint,
382870,2021-06-25 14:41:47,36.162352,-96.835393,19.356956,25.2952764,1032.1416629498,1057.4369393498,14.435696,3.802798,70.55118336,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-3.802798,0,0,359.9, 13.2, 0.2,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.4369393498,19.356956,14,Waypoint,
383200,2021-06-25 14:41:48,36.16235,-96.835393,19.68504,25.6561688,1032.1088545498,1057.7650233498,14.435696,3.802798,70.931432716,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-3.802798,0,0,359.9, 13.5, 0.1,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
383250,2021-06-25 14:41:48,36.162349,-96.835393,19.68504,25.6561688,1032.1088545498,1057.7650233498,14.435696,3.802798,71.123361856,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-3.802798,0,0,359.9, 13.6, -0.3,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
383570,2021-06-25 14:41:48,36.162347,-96.835393,19.68504,25.6889772,1032.0760461498,1057.7650233498,14.435696,3.802798,71.511813312,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-3.802798,0,0,0, 14.1, -0.7,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
383700,2021-06-25 14:41:48,36.162346,-96.835393,19.68504,25.6889772,1032.0760461498,1057.7650233498,14.435696,3.579104,71.70767946,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,0,0,0, 14.6, -1.2,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
383890,2021-06-25 14:41:49,36.162344,-96.835392,19.68504,25.754594,1032.0104293498,1057.7650233498,14.435696,3.579104,72.3507241,15,0,15.19,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,0,0,359.9, 14.6, -1.7,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,17.336,114.8,1057.7650233498,19.68504,14,Waypoint,
384010,2021-06-25 14:41:49,36.162343,-96.835392,19.68504,25.754594,1032.0104293498,1057.7650233498,14.435696,3.579104,72.550199172,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,0,0,359.9, 14.9, -2.1,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
384140,2021-06-25 14:41:49,36.162341,-96.835392,19.68504,25.7874024,1031.9776209498,1057.7650233498,14.435696,3.579104,72.95275824,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,0,0,0, 15.2, -2.1,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
384180,2021-06-25 14:41:49,36.16234,-96.835392,19.68504,25.7874024,1031.9776209498,1057.7650233498,14.435696,3.579104,73.155842236,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,0,0,359.9, 15.3, -2.7,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
384440,2021-06-25 14:41:49,36.162338,-96.835392,19.68504,25.8202108,1031.9448125498,1057.7650233498,14.435696,3.35541,73.565947236,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.35541,0,0,359.9, 16, -3.2,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
384630,2021-06-25 14:41:49,36.162337,-96.835392,19.68504,25.8202108,1031.9448125498,1057.7650233498,14.76378,3.35541,73.77296824,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.35541,0,0,359.8, 16.5, -3.1,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
384760,2021-06-25 14:41:49,36.162336,-96.835392,19.68504,25.8530192,1031.9120041498,1057.7650233498,14.76378,3.35541,73.980973496,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.35541,0,0,359.7, 16.9, -2.9,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
384940,2021-06-25 14:41:50,36.162334,-96.835391,19.68504,25.8858276,1031.8791957498,1057.7650233498,14.76378,3.579104,74.641406588,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,0,0,359.7, 17, -3.4,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
385030,2021-06-25 14:41:50,36.162333,-96.835391,19.68504,25.918636,1031.8463873498,1057.7650233498,14.76378,3.579104,74.8523646,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,0,0,359.7, 17.2, -3.6,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
385050,2021-06-25 14:41:50,36.162331,-96.835391,19.68504,25.918636,1031.8463873498,1057.7650233498,14.76378,3.579104,75.277889548,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,0,0,359.6, 17.2, -3.4,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
385380,2021-06-25 14:41:50,36.16233,-96.835391,19.68504,25.9514444,1031.8135789498,1057.7650233498,14.76378,3.579104,75.492456484,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,0,0,359.6, 17.2, -3,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
385420,2021-06-25 14:41:50,36.162329,-96.835391,19.68504,25.9514444,1031.8135789498,1057.7650233498,14.435696,3.58581482,75.708007672,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.579104,-0.223694,0,359.7, 16.4, -2.5,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
385510,2021-06-25 14:41:50,36.162327,-96.835392,19.68504,25.9514444,1031.8135789498,1057.7650233498,14.435696,3.36212082,75.90715466,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.35541,-0.223694,0,359.7, 15.4, -2.1,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
385530,2021-06-25 14:41:50,36.162326,-96.835392,19.68504,25.9514444,1031.8135789498,1057.7650233498,14.435696,3.36212082,76.12697094,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.35541,-0.223694,0,359.8, 14.1, -2.2,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
385720,2021-06-25 14:41:50,36.162324,-96.835392,19.68504,25.9842528,1031.7807705498,1057.7650233498,14.435696,3.14066376,76.56988434,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-3.131716,-0.223694,0,359.8, 12.1, -2.3,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
385830,2021-06-25 14:41:50,36.162323,-96.835392,19.68504,25.9842528,1031.7807705498,1057.7650233498,14.107612,2.91696976,76.79298146,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-2.908022,-0.223694,0,359.9, 9.9, -2.1,0,0,1024,1024,1024,1024,0.2,0,68,3.801,3.813,3.822,3.779,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
386030,2021-06-25 14:41:51,36.162322,-96.835392,19.68504,26.0170612,1031.7479621498,1057.7650233498,14.107612,2.72235598,77.017062832,15,0,15.271,1058.4211913498,20.341208,7.49598594,121.934387104,-2.684328,-0.447388,0,359.9, 8.8, -1.1,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
386060,2021-06-25 14:41:51,36.162321,-96.835392,19.68504,26.0170612,1031.7479621498,1057.7650233498,14.107612,2.72235598,77.24245654,15,0,15.271,1058.4211913498,20.341208,7.49598594,121.934387104,-2.684328,-0.447388,0,359.9, 8.2, 0.1,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
386390,2021-06-25 14:41:51,36.16232,-96.835392,19.68504,26.0498696,1031.7151537498,1057.7650233498,14.107612,2.48076646,77.468506416,15,0,15.271,1058.4211913498,20.341208,7.49598594,121.934387104,-2.460634,-0.223694,0.223694,359.9, 6.9, -0.1,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.442,114.8,1057.7650233498,19.68504,14,Waypoint,
386600,2021-06-25 14:41:51,36.162319,-96.835392,19.356956,25.7217856,1031.7151537498,1057.4369393498,14.107612,2.2481247,77.695868628,15,0,15.271,1058.4211913498,20.341208,7.49598594,121.934387104,-2.23694,-0.223694,0,359.9, 5.7, -0.1,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.442,114.8,1057.4369393498,19.356956,14,Waypoint,
386840,2021-06-25 14:41:51,36.162317,-96.835393,19.356956,25.7217856,1031.7151537498,1057.4369393498,14.107612,1.62849232,77.925199344,15,0,15.271,1058.4211913498,20.341208,7.49598594,121.934387104,-1.565858,-0.447388,0,359.8, 5.1, 0.3,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.442,114.8,1057.4369393498,19.356956,14,Waypoint,
387000,2021-06-25 14:41:52,36.162316,-96.835393,19.356956,25.7217856,1031.7151537498,1057.4369393498,14.107612,1.36005952,78.156498564,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-1.342164,-0.223694,0,359.8, 6, 0.7,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
387120,2021-06-25 14:41:52,36.162316,-96.835393,19.356956,25.7217856,1031.7151537498,1057.4369393498,14.107612,1.36005952,78.156498564,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-1.342164,-0.223694,0,359.7, 6.2, 1.2,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
387230,2021-06-25 14:41:52,36.162316,-96.835393,19.356956,25.7217856,1031.7151537498,1057.4369393498,14.107612,1.1408394,78.156498564,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-1.11847,-0.223694,0,359.9, 6.4, 1.5,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
387260,2021-06-25 14:41:52,36.162315,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,13.779528,0.894776,78.388453952,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.894776,0,0,359.9, 5.9, 1.1,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
387550,2021-06-25 14:41:52,36.162315,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,13.779528,0.671082,78.388453952,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.671082,0,0,0, 4.8, -0.2,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
387650,2021-06-25 14:41:52,36.162315,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.447388,78.388453952,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.447388,0,0,0, 5.2, -0.7,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
387840,2021-06-25 14:41:52,36.162314,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.223694,78.621721676,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.223694,0,0,0, 6, -0.5,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
387860,2021-06-25 14:41:52,36.162314,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.223694,78.621721676,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.223694,0,0,0, 6.7, -0.7,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
388160,2021-06-25 14:41:53,36.162314,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.223694,78.621721676,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.223694,0,0,359.9, 6.6, -0.8,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
388180,2021-06-25 14:41:53,36.162314,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.31540854,78.621721676,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.223694,0,-0.223694,359.9, 6.4, -0.8,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
388390,2021-06-25 14:41:53,36.162314,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.223694,78.621721676,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,0,-0.223694,359.5, 9.4, -1.9,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
388610,2021-06-25 14:41:53,36.162314,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0,78.621721676,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,0,0,359.2, 14, -0.7,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
388830,2021-06-25 14:41:53,36.162314,-96.835394,19.356956,25.7217856,1031.7151537498,1057.4369393498,14.107612,0,78.3956718,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,0,0,359.3, 14.4, 0.5,0,0,1024,1024,1024,1024,0.2,0,68,3.82,3.827,3.833,3.79,0,0,14.582,114.8,1057.4369393498,19.356956,14,Waypoint,
388980,2021-06-25 14:41:54,36.162314,-96.835394,19.356956,25.7217856,1031.7151537498,1057.4369393498,14.107612,0.223694,78.3956718,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.223694,0,0,359.5, 12.6, 1.8,0,0,1024,1024,1024,1024,0.2,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389100,2021-06-25 14:41:54,36.162314,-96.835394,19.028872,25.3937016,1031.7151537498,1057.1088553498,14.435696,0,78.3956718,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,0,0,359.4, 10.9, 0.2,0,0,1024,1024,1024,1024,0.1,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.1088553498,19.028872,14,Waypoint,
389430,2021-06-25 14:41:54,36.162314,-96.835394,19.028872,25.3937016,1031.7151537498,1057.1088553498,14.107612,0.223694,78.3956718,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,-0.223694,0,359.3, 12.1, 1,0,0,1024,1024,1024,1024,0.1,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.1088553498,19.028872,14,Waypoint,
389450,2021-06-25 14:41:54,36.162314,-96.835394,19.028872,25.3937016,1031.7151537498,1057.1088553498,14.107612,0,78.3956718,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,0,0,359.4, 12.5, 2.1,0,0,1024,1024,1024,1024,0.1,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.1088553498,19.028872,14,Waypoint,
389470,2021-06-25 14:41:54,36.162315,-96.835393,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.447388,78.388453952,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0.447388,0,0,359.2, 14.4, -5.4,0,0,1024,1024,1024,1024,0.1,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389490,2021-06-25 14:41:54,36.162315,-96.835392,19.356956,25.754594,1031.6823453498,1057.4369393498,14.435696,0.31540854,78.615816164,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0.223694,0.223694,0,359.1, 16.6, -2.8,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389510,2021-06-25 14:41:54,36.162315,-96.835392,19.356956,25.754594,1031.6823453498,1057.4369393498,14.435696,0.447388,78.615816164,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,0.447388,0,358.8, 15.9, -3.8,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389530,2021-06-25 14:41:54,36.162316,-96.835391,19.356956,25.7874024,1031.6495369498,1057.4369393498,14.435696,0.31540854,78.612535324,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0.223694,0.223694,0,358.8, 15.1, -5.1,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389550,2021-06-25 14:41:54,36.162316,-96.835391,19.356956,25.7874024,1031.6495369498,1057.4369393498,14.107612,0.31540854,78.612535324,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,0.223694,0.223694,358.6, 16.8, -4.5,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389820,2021-06-25 14:41:54,36.162317,-96.835391,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.223694,78.382876524,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0.223694,0,0,359, 13.2, -4.4,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389840,2021-06-25 14:41:54,36.162316,-96.835391,19.356956,25.7874024,1031.6495369498,1057.4369393498,13.779528,0.31540854,78.612535324,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0.223694,-0.223694,0,359, 13.5, -4.5,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389860,2021-06-25 14:41:54,36.162316,-96.835392,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.671082,78.38418886,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,-0.671082,0,359.1, 15.9, -0.6,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389880,2021-06-25 14:41:54,36.162316,-96.835392,19.356956,25.754594,1031.6823453498,1057.4369393498,14.107612,0.50107456,78.38418886,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.223694,-0.447388,0,359.3, 16.2, 1.3,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389890,2021-06-25 14:41:55,36.162316,-96.835393,19.356956,25.7217856,1031.7151537498,1057.4369393498,14.107612,0.31540854,78.156498564,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,-0.223694,-0.223694,0,359.3, 8.9, 1.4,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389910,2021-06-25 14:41:55,36.162316,-96.835393,19.356956,25.7217856,1031.7151537498,1057.4369393498,13.779528,0.223694,78.156498564,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,0,-0.223694,0,359.3, 4.7, 0.2,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.4369393498,19.356956,14,Waypoint,
389930,2021-06-25 14:41:55,36.162316,-96.835394,19.028872,25.3937016,1031.7151537498,1057.1088553498,14.107612,1.20571066,77.929136352,15,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,1.11847,-0.447388,0,359.5, -2, 0.8,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.1088553498,19.028872,14,Waypoint,
389950,2021-06-25 14:41:55,36.162317,-96.835394,19.028872,25.3608932,1031.7479621498,1057.1088553498,14.107612,1.41374608,77.697180964,16,0,15.244,1058.4211913498,20.341208,7.49598594,121.934387104,1.342164,-0.447388,0,359.6, -4.6, 1.8,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,12.988,114.8,1057.1088553498,19.028872,14,Waypoint,
389970,2021-06-25 14:41:55,36.162318,-96.835394,19.028872,25.3608932,1031.7479621498,1057.1088553498,14.107612,1.58151658,77.466537912,16,0,15.163,1058.4211913498,20.341208,7.49598594,121.934387104,1.565858,-0.223694,0,359.6, -6.3, 2.5,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,14.306,114.8,1057.1088553498,19.028872,14,Waypoint,
389990,2021-06-25 14:41:55,36.162319,-96.835394,19.028872,25.3280848,1031.7807705498,1057.1088553498,13.779528,2.02666764,77.236879112,16,0,15.163,1058.4211913498,20.341208,7.49598594,121.934387104,2.013246,-0.223694,0,359.8, -4.3, 2.9,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,14.306,114.8,1057.1088553498,19.028872,14,Waypoint,
390000,2021-06-25 14:41:55,36.162322,-96.835394,19.028872,25.2952764,1031.8135789498,1057.1088553498,13.779528,3.579104,76.553808224,17,0,15.163,1058.4211913498,20.341208,7.49598594,121.934387104,3.579104,0,0,359.9, -8.4, -0.2,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,14.306,114.8,1057.1088553498,19.028872,14,Waypoint,
390020,2021-06-25 14:41:55,36.162324,-96.835394,19.028872,25.2952764,1031.8135789498,1057.1088553498,13.779528,4.250186,76.10400506,17,0,15.163,1058.4211913498,20.341208,7.49598594,121.934387104,4.250186,0,0,359.9, -6.8, 1,0,0,1024,1024,1024,1024,0,0,67,3.82,3.827,3.833,3.79,0,0,14.306,114.8,1057.1088553498,19.028872,14,Waypoint,
